title,location
Sanatana Dharma College Alappuzha,"Kerala, Alappuzha"
"Atmiya Institute for Management Studies, Atmiya University Rajkot","Gujarat, Rajkot"
Surendra Institute of Engineering and Management Darjeeling,"West Bengal, Darjeeling"
"Agriculture University, Kota","Rajasthan, Kota"
Gurunanak Institute of Dental Science and Research Kolkata,"West Bengal, Kolkata"
Ram Baran Degree College Sultanpur,"Uttar Pradesh, Sultanpur"
Environmental Management and Policy Research Institute Bangalore,"Karnataka, Bangalore"
KS Saket,"Delhi, Saket"
Mass College of Education Kumbakonam,"Tamil Nadu, Kumbakonam"
Wildlife Institute of India Dehradun,"Uttarakhand, Dehradun"
IET Lucknow,"Uttar Pradesh, Lucknow"
HKE Society SNijalingappa Institute of Dental Science and Research Gulbarga,"Karnataka, Gulbarga"
J.K. Institute of Applied Physics and Technology Allahabad,"Uttar Pradesh, Allahabad"
PSNA College of Engineering and Technology Dindigul,"Tamil Nadu, Dindigul"
The New Progressive College of Teachers' Education Mehsana,"Gujarat, Mehsana"
Institute of Business Management and Technology Bangalore,"Karnataka, Bangalore"
Acharya Narendra Dev College,"Delhi, New Delhi"
Krishna Engineering College Ghaziabad,"Uttar Pradesh, Ghaziabad"
Mar Baselios Christian College of Engineering and Technology Kuttikanam,"Unknown, Kuttikanam"
Acharya College of Education Bangalore,"Karnataka, Bangalore"
Microcomm Infotech Pune,"Maharashtra, Pune"
Ganpati Business School Yamuna Nagar,"Chhattisgarh, Bilaspur"
SPC Education Center Jaipur,"Rajasthan, Jaipur"
Miranda House,"Delhi, Delhi"
Shri Dharmajivandasji Swami BEd Collage Amreli,"Gujarat, Amreli"
Abhinav Education Society's College of Engineering and Technology Wadwani,"Maharashtra, Satara"
Inter National Institute of Fashion Design Ajmer,"Rajasthan, Ajmer"
Siliguri B.Ed College Kadamtala,"West Bengal, Darjeeling"
Gandhi FaizEAam College Shahjahanpur,"Uttar Pradesh, Shahjahanpur"
PAL College of Technology and Management Haldwani,"Uttarakhand, Haldwani"
Panchkula Engineering College,"Haryana, Panchkula"
SCMS School of Technology and Management Kochi,"Kerala, Kochi"
Arya Kanya Pathshala Post Graduate College Sitapur,"Uttar Pradesh, Sitapur"
"Srajan Mahavidhyalaya, Loundi Chhatarpur","Madhya Pradesh, Chhatarpur"
"VNS Group of Institutions, Faculty of Management Bhopal","Madhya Pradesh, Bhopal"
HKL College of Nursing Firozpur,"Punjab, Firozpur"
DSTS Mandal's College of Pharmacy Solapur,"Maharashtra, Solapur"
COER University,"Uttarakhand, Haridwar"
Modern College of Pharmacy Nigdi Pune,"Maharashtra, Pune"
Jayamatha Engineering College Kanyakumari,"Tamil Nadu, Kanyakumari"
PSV College of Engineering and Technology Krishnagiri,"Tamil Nadu, Krishnagiri"
Udaya College of Arts & Science Kanyakumari,"Tamil Nadu, Kanyakumari"
PSR Polytechnic College Sivakasi,"Tamil Nadu, Sivakasi"
Sree Vivekananda Teacher Education Centre Akkikkavu,"Unknown, Akkikkavu"
Techno International Batanagar South 24 Parganas,"West Bengal, South 24 Parganas"
Samarth BCA College Sabarkantha,"Gujarat, Sabarkantha"
Sunil Gugnani Memorial College of Education Rohtak,"Haryana, Rohtak"
Rukmadevi Pannalal Laddha Maheshwari College Indore,"Madhya Pradesh, Indore"
NIPS School of Hotel Management Ranchi,"Jharkhand, Ranchi"
Dr YSR Horticultural University,"Andhra Pradesh, West Godavari"
Vidya Pratishthans College of Education Baramati Pune,"Maharashtra, Pune"
Andhra University Visakhapatnam,"Andhra Pradesh, Visakhapatnam"
Pravara Rural Engineering College Loni,"Maharashtra, Loni"
Bhilai Mahila Mahavidyalaya Durg,"Chhattisgarh, Durg"
JR Kissan Homoeopathic Medical College and Hospital Rohtak,"Haryana, Rohtak"
MEC Kochi,"Kerala, Kochi"
AECS Maruthi College of Nursing Bangalore,"Karnataka, Bangalore"
Sai Business and Media School Dehradun,"Uttarakhand, Dehradun"
Government Ayurveda College Kannur,"Kerala, Kannur"
Kakatiya University Warangal,"Telangana, Warangal"
Manorama School of Communication Kottayam,"Kerala, Kottayam"
Late Babasaheb Phadtare Polytechnic Pune,"Maharashtra, Pune"
DJ Academy for Managerial Excellence Coimbatore,"Tamil Nadu, Coimbatore"
National Coir Research and Management Institute Thiruvananthapuram,"Kerala, Thiruvananthapuram"
KVVS Institute of Technology Kaithaparambu,"Kerala, Adoor"
Bankura Christian College,"Unknown, Unknown"
Zakir Memorial College of Education Pulwama,"Jammu & Kashmir, Pulwama"
Pillai's College of Architecture Navi Mumbai,"Maharashtra, Mumbai"
Terna Medical College Navi Mumbai,"Maharashtra, Mumbai"
Osmania University,"Telangana, Hyderabad"
Adarsh College of Nursing Patiala,"Punjab, Patiala"
Swargiya Dadasaheb Kalmegh Smruti Dental College and Hospital Nagpur,"Maharashtra, Nagpur"
Shree Kallaji Vedic University Chittorgarh,"Rajasthan, Chittorgarh"
PSIT College of Engineering Kanpur,"Uttar Pradesh, Kanpur"
"Cochin University of Science and Technology, School of Legal Studies Kochi","Kerala, Kochi"
Sasurie Academy of Engineering Coimbatore,"Tamil Nadu, Coimbatore"
Dada saheb Balpande College of Pharmacy Nagpur,"Maharashtra, Nagpur"
TMBU,"Unknown, TMBU"
Hon Shri Babanrao Pachpute Vichardhara Trust's Faculty of Engineering Ahmednagar,"Maharashtra, Ahmednagar"
Oxford Medical College Hospital and Research Centre Bangalore,"Karnataka, Bangalore"
Yalamarty Pharmacy College Visakhapatnam,"Andhra Pradesh, Visakhapatnam"
Ahmedabad University,"Gujarat, Ahmedabad"
ADBU,"Unknown, ADBU"
Shri Saraswati Social Work College Washim,"Maharashtra, Washim"
Saharsa College of Engineering,"Bihar, Saharsa"
Sree Konaseema Bhanoji Ramars College East Godavari,"Andhra Pradesh, East Godavari"
Hindustan College of Arts and Science Chennai,"Tamil Nadu, Chennai"
Bankura Sammilani Medical College,"West Bengal, Bankura"
SBRR Mahajana Law College Mysore,"Karnataka, Mysore"
Techno Polytechnic Durgapur,"West Bengal, Durgapur"
MSU Baroda,"Unknown, Baroda"
K.L. Nagaswamy Memorial Polytechnic Madurai,"Tamil Nadu, Madurai"
Tadipatri Engineering College Anantapur,"Andhra Pradesh, Anantapur"
The Heritage Academy Kolkata,"West Bengal, Kolkata"
"Ahmedabad University, School of Arts and Sciences","Gujarat, Ahmedabad"
Pearl Academy West Campus New Delhi,"Delhi, Delhi"
National Institute of Educational Planning and Administration New Delhi,"Odisha, Berhampur"
Anand Engineering College Agra,"Uttar Pradesh, Agra"
Kalptaru College of BSc Nursing Udaipur,"Rajasthan, Udaipur"
Baba MastNath University Rohtak,"Haryana, Rohtak"
Sri Adhisankarar Polytechnic College Tiruchirappalli,"Tamil Nadu, Tiruchirappalli"
Shakuntala Devi Educational Institute Dehradun,"Uttarakhand, Dehradun"
CDLU,"Punjab, Barnala"
Symbiosis Law School Hyderabad,"Telangana, Hyderabad"
Attri College of Education for Girls Chandigarh,"Punjab, Chandigarh"
LUVAS,"Haryana, Hisar"
JC Bose University,"Uttar Pradesh, Mathura"
St. Stephen's College Pathanapuram,"Kerala, Kollam"
PSGCAS,"Tamil Nadu, Avinashi"
IUST,"Unknown, IUST"
College of Engineering Kidangoor,"Unknown, Kidangoor"
Sree Neelakanta Government Sanskrit College Pattambi Palakkad,"Kerala, Palakkad"
DCRUST,"Unknown, Unknown"
Tarapith College of B.Ed Birbhum,"West Bengal, Birbhum"
Government Thakur Ranmat Singh College Rewa,"Madhya Pradesh, Rewa"
PCCOE,"Unknown, PCCOE"
Bahra University Solan,"Himachal Pradesh, Solan"
Government Polytechnic Anantapur,"Andhra Pradesh, Anantapur"
YSPUHF,"Himachal Pradesh, Solan"
Jawaharlal Nehru Centre for Advanced Scientific Research Bangalore,"Karnataka, Bangalore"
Ethiraj College for Women Chennai,"Tamil Nadu, Chennai"
Kukke Shri Subrahmanyeshwara College Dharwad,"Karnataka, Dharwad"
JC College of Law Guntur,"Andhra Pradesh, Guntur"
NIILM University Kaithal,"Haryana, Kaithal"
Dada Ramchand Bakhru Sindhu Mahavidyalaya Nagpur,"Maharashtra, Nagpur"
SKMU,"Jharkhand, Dumka"
Grace Bible College Churachandpur,"Manipur, Churachandpur"
"Department of Management Studies, IIIT Allahabad","Uttar Pradesh, Allahabad"
Sri Vidya College of Engineering & Technology Virudhunagar,"Tamil Nadu, Virudhunagar"
Bhubaneswar Institute of Technology,"Uttar Pradesh, Varanasi"
Chhattisgarh Dental College and Research Institute Rajnandgaon,"Chhattisgarh, Rajnandgaon"
Hygia Institute of Pharmaceutical Education and Research Lucknow,"Uttar Pradesh, Lucknow"
Manohar Naik Institute of Pharmacy Umarkhed,"Unknown, Umarkhed"
GITAM University Bengaluru,"Karnataka, Bengaluru"
Newman College Thodupuzha,"Kerala, Thodupuzha"
Shri Basaveshwara Vidya Vardhak Sangha Ayurvedic Medical College Bagalkot,"Karnataka, Bagalkot"
BLDE,"Karnataka, Vijayapura"
J Watumull Global Hospital and Research Centre Sirohi,"Rajasthan, Sirohi"
Bhavan's Post Graduate Executive Management Program Bangalore,"Karnataka, Bangalore"
Dusi polytechnic College Tiruvannamalai,"Tamil Nadu, Tiruvannamalai"
Christian College of Education Kanyakumari,"Tamil Nadu, Kanyakumari"
Nagpur Veterinary College,"Unknown, Unknown"
Dr. Subhash University Junagadh,"Gujarat, Junagadh"
Trikuta College of Education Jammu,"Jammu & Kashmir, Jammu"
Sri Siddhartha University Tumkur,"Karnataka, Tumkur"
DAV College Bathinda,"Punjab, Bathinda"
Kannur University,"Kerala, Kannur"
RKDF Institute of Management Bhopal,"Madhya Pradesh, Bhopal"
A. C. Patil College of Engineering Navi Mumbai,"Maharashtra, Mumbai"
YCCE,"Unknown, YCCE"
National Bureau of Fish Genetic Resources Lucknow,"Uttar Pradesh, Lucknow"
Kerala Kalamandalam Thrissur,"Kerala, Thrissur"
Asia Pacific Institute of Information Technology Panipat,"Haryana, Panipat"
Vivekanandha College of Education for Women Namakkal,"Tamil Nadu, Namakkal"
Haqiqullah Chaudhary Mahavidyalaya Gonda,"Uttar Pradesh, Gonda"
KUFOS,"Kerala, KUFOS"
Kingston School of Management and Science Kolkata,"West Bengal, Kolkata"
BU Bhopal,"Madhya Pradesh, Bhopal"
Imperial Institute of Management and Technology Nainital,"Uttarakhand, Nainital"
SRM Degree and PG College Karimnagar,"Telangana, Karimnagar"
Government Degree College For Women Baramulla,"Jammu & Kashmir, Baramulla"
Shivalik College of Education Ambala,"Haryana, Ambala"
PDKV,"Madhya Pradesh, Agar"
Beharagora Polytechnic Baharagora,"Unknown, Baharagora"
Yenepoya University Mangalore,"Karnataka, Mangalore"
Jyotirmoy School of Law Kolkata,"West Bengal, Kolkata"
Devi Ahilya Vishwavidyalaya Indore,"Madhya Pradesh, Indore"
Astral Institute of Technology and Research Indore,"Madhya Pradesh, Indore"
Pavendar Bharathidasan Institute of Information Technology Tiruchirappalli,"Tamil Nadu, Tiruchirappalli"
Nivedita Singh Girls Degree College Fatehpur,"Uttar Pradesh, Fatehpur"
Sree Narayana Guru Institute of Science and Technology Ernakulam,"Kerala, Ernakulam"
AMC Engineering College Bangalore,"Karnataka, Bangalore"
Government Polytechnic Gairsain Chamoli,"Uttarakhand, Chamoli"
Roever College of Engineering and Technology Perambalur,"Tamil Nadu, Perambalur"
Bishop Jerome Institute Kollam,"Kerala, Kollam"
"Faculty of Pharmaceutical Sciences, Shoolini University Solan","Himachal Pradesh, Solan"
Manoharbhai Patel Institute of Engineering and Technology Gondiya,"Maharashtra, Gondiya"
Kings College of Engineering Pudukkottai,"Tamil Nadu, Pudukkottai"
IIITM Gwalior,"Madhya Pradesh, Gwalior"
Mulki Sunder Ram Shetty College Udupi,"Karnataka, Udupi"
Vedatya Institute Gurgaon,"Haryana, Gurgaon"
Nimapara Autonomous College Puri,"Odisha, Puri"
MCASC Pune,"Maharashtra, Pune"
SKSD Mahila Kalasala Tanuku,"Andhra Pradesh, Tanuku"
Rahul College of Education Thane,"Maharashtra, Thane"
MLV Textile & Engineering College Bhilwara,"Rajasthan, Bhilwara"
Aalim Muhammed Salegh Polytechnic College Chennai,"Tamil Nadu, Chennai"
National Institute of Communicable Diseases New Delhi,"Delhi, Delhi"
NMIMS Mumbai,"Maharashtra, Mumbai"
SRTMUN,"West Bengal, Vishnupur"
Rajdhani College Bhubaneswar,"Odisha, Bhubaneswar"
Indira Gandhi Polytechnic Aluva,"Kerala, Aluva"
Central Institute of Fisheries Education Mumbai,"Maharashtra, Mumbai"
KIPM Gorakhpur,"Uttar Pradesh, Gorakhpur"
Srishaila Jagadguru Vageesha Panditaradhya College Harihar Davanagere,"Karnataka, Davanagere"
Alard College of Business Studies Pune,"Maharashtra, Pune"
ACC Jain College of Education Birbhum,"West Bengal, Birbhum"
Kurinji College of Arts and Science Tiruchirappalli,"Tamil Nadu, Tiruchirappalli"
Chandbali College Bhadrak,"Odisha, Bhadrak"
ISOMES Noida,"Uttar Pradesh, Noida"
RCA Girl's College Mathura,"Uttar Pradesh, Mathura"
Takshashila College of Management and Technology Anand,"Gujarat, Anand"
TKR Institute of Management and Science Hyderabad,"Telangana, Hyderabad"
HICET Coimbatore,"Tamil Nadu, Coimbatore"
Dapoli Urban Bank Senior Science College,"Madhya Pradesh, Agar"
Atharva College of Fashion and Arts Mumbai,"Maharashtra, Mumbai"
Lumding College Nagaon,"Assam, Nagaon"
St Vincent Pallotti College of Engineering and Technology Nagpur 2025,"Maharashtra, Wardha"
UAS Bangalore,"Karnataka, Bangalore"
MVJ Medical College and Research Hospital Hoskote,"Unknown, Hoskote"
Vaagdevi College of Engineering Warangal,"Telangana, Warangal"
Jang Bahadur Rai Mahavidyalaya Ghazipur,"Uttar Pradesh, Ghazipur"
Naipunnya Institute of Management and Information Technology Thrissur,"Kerala, Thrissur"
Birbhum Pharmacy School,"West Bengal, Birbhum"
NIMS Hyderabad,"Telangana, Hyderabad"
ICFAI University Jaipur,"Rajasthan, Jaipur"
BM Birla College of Nursing Kolkata,"West Bengal, Kolkata"
BITS Pilani,"Rajasthan, Pilani"
SIMSREE,"Maharashtra, Churchgate"
Mohamed Sathak AJ College of Engineering Chennai,"Tamil Nadu, Chennai"
GRI Dindigul,"Tamil Nadu, Dindigul"
ANR College of Education Krishna,"Andhra Pradesh, Krishna"
Mumbai Digital Films Academy,"Maharashtra, Mahad"
Malla Reddy College of Engineering and Technology Hyderabad,"Telangana, Hyderabad"
Adwaita Mission Training College Banka,"Bihar, Banka"
Madan Maharaj College Bhopal,"Madhya Pradesh, Bhopal"
Sabari College of Education Pondicherry,"Puducherry, Pondicherry"
GMS MAVMM Polytechnic College Madurai,"Tamil Nadu, Madurai"
Amrita Vishwa Vidyapeetham Coimbatore,"Tamil Nadu, Coimbatore"
Institute of Productivity and Management Meerut,"Uttar Pradesh, Meerut"
Shaharyar 19 Neptune Film Institute Noida,"Uttar Pradesh, Noida"
New Look Girls College Banswara,"Rajasthan, Banswara"
Ave Maria Training College Thrissur,"Kerala, Thrissur"
Bethesda Women Teacher's Training (B.Ed.) College Ranchi,"Jharkhand, Ranchi"
CSA Kanpur,"Uttar Pradesh, Kanpur"
V.R. Law College Nellore,"Andhra Pradesh, Nellore"
"Government College of Arts, Science and Commerce North Goa","Goa, Goa"
SNU Noida,"Uttar Pradesh, Noida"
Mayuri Cultural Arts Centre Coimbatore,"Tamil Nadu, Coimbatore"
UKTech,"Uttarakhand, Dehradun"
SR Group of Institutions Jhansi,"Uttar Pradesh, Jhansi"
Annai Meenakshi College of Education Tirunelveli,"Tamil Nadu, Tirunelveli"
Gyan Vidhi PG Mahavidalya Bikaner,"Rajasthan, Bikaner"
St. Wilfreds Institute of Engineering and Technology Ajmer,"Rajasthan, Ajmer"
Thiruvalluvar University Vellore,"Tamil Nadu, Vellore"
Arunamalai College of Education Thiruvarur,"Unknown, Thiruvarur"
Satavahana University Karimnagar,"Telangana, Karimnagar"
Baba Saheb Dr BR Ambedkar College of Physical Education Mathura,"Uttar Pradesh, Mathura"
Bapu Mahavidyalaya Ghazipur,"Uttar Pradesh, Ghazipur"
Bapuji Memorial College of Education Kanyakumari,"Tamil Nadu, Kanyakumari"
Pacific Institute of Hotel Management Udaipur,"Rajasthan, Udaipur"
Adhunik Institute of Education and Research Ghaziabad,"Uttar Pradesh, Ghaziabad"
AIIMS Rishikesh,"Uttarakhand, Rishikesh"
Arihant Institute of Management Studies Pune,"Maharashtra, Pune"
PD Karkhanis College of Arts and Commerce Thane,"Maharashtra, Thane"
TISS Tuljapur,"Maharashtra, Osmanabad"
Patiala College of Education,"Punjab, Sirhind"
Bhonwal School of Education Lucknow,"Uttar Pradesh, Lucknow"
Vijaya Institute of Technology for Women Vijayawada,"Andhra Pradesh, Vijayawada"
MIMS Vizianagaram,"Andhra Pradesh, Vizianagaram"
KMCLU,"Uttar Pradesh, Sitapur"
Brindavan Institute of Technology and Science Kurnool,"Andhra Pradesh, Kurnool"
South India Baptist Bible College and Seminary Coimbatore,"Tamil Nadu, Coimbatore"
Institute of Cooperative and Corporate Management Research & Training Lucknow,"Uttar Pradesh, Lucknow"
Sonepat Hindu Educational and Charitable Society,"Haryana, Sonepat"
ER & DCI Institute of Technology Thiruvananthapuram,"Kerala, Thiruvananthapuram"
Bihar College of Teacher Education Patna,"Bihar, Patna"
RPCAU,"Bihar, Samastipur"
Ch Het Ram Johari Lal Memorial College of Education Fatehabad,"Haryana, Fatehabad"
Sharnbasva university Gulbarga,"Karnataka, Gulbarga"
City Academy Degree College Lucknow,"Uttar Pradesh, Lucknow"
Daffodils College of Education Fatehabad,"Haryana, Fatehabad"
NFSC Nagpur,"Maharashtra, Nagpur"
Aryavart Institute of Technology and Management Lucknow,"Uttar Pradesh, Lucknow"
AIIMS Bhubaneswar,"Odisha, Bhubaneswar"
Uttaranchal Dental and Medical Research Institute Dehradun,"Uttarakhand, Dehradun"
College of Teacher Education Shillong,"Meghalaya, Shillong"
College of Agricultural Engineering and Technology Akola,"Maharashtra, Akola"
Presidency College of Hotel Management Bangalore,"Karnataka, Bangalore"
Asansol Polytechnic,"Unknown, Unknown"
Alagappa Institute of Technology Chennai,"Tamil Nadu, Chennai"
Global Institute of Pharmaceutical Education & Research Udham Singh Nagar,"Uttarakhand, Udham Singh Nagar"
Islamiah Institute of Technology Bangalore,"Karnataka, Bangalore"
Indian Institute of Public Health Gandhinagar,"Gujarat, Gandhinagar"
VBIT,"Telangana, Malkajgiri"
Pushpagiri College of Nursing Thiruvalla,"Kerala, Thiruvalla"
Bomma Institute of Technology & Science Khammam,"Telangana, Khammam"
GD Goenka University Gurgaon,"Haryana, Gurgaon"
Sandip Polytechnic Nashik,"Maharashtra, Nashik"
Genba Sopanrao Moze College of Engineering Balewadi Pune,"Maharashtra, Pune"
Geeta Bajaj Women Teacher Training Institute Jaipur,"Rajasthan, Jaipur"
Banshi Group of Institutions Kanpur,"Uttar Pradesh, Kanpur"
Shamli Institute of Engineering and Technology Muzaffarnagar,"Uttar Pradesh, Muzaffarnagar"
Uttam Group of Institutions Agra,"Uttar Pradesh, Agra"
G.B. Pant DSEU Okhla I Campus,"Unknown, Unknown"
OP Jindal University School Of Engineering Raigarh,"Chhattisgarh, Raigarh"
NICMAR Pune,"Maharashtra, Pune"
Aska Science College,"Odisha, Ganjam"
Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya Ujjain,"Madhya Pradesh, Ujjain"
IIT Jodhpur,"Rajasthan, Jodhpur"
Presidency Business School Bangalore,"Karnataka, Bangalore"
KVT Polytechnic Chikkaballapur,"Karnataka, Chikkaballapur"
A.W.H College of Education Calicut,"Kerala, Calicut"
K.L.E. Society Bachelor of Computer Application College Belgaum,"Karnataka, Belgaum"
International Institute for Population Sciences Mumbai,"Maharashtra, Mumbai"
Mata Sahib Kaur Girls College Bathinda,"Punjab, Bathinda"
University College of Engineering and Technology Bikaner,"Rajasthan, Bikaner"
